image_file,width,height
data/wikiart/images/0010866.jpeg,744,600
data/wikiart/images/0064346.jpeg,430,568
data/deviantart/images/0013352.png,400,600
data/wikiart/images/0004462.jpeg,730,600
data/wikiart/images/0043263.jpeg,446,600
data/deviantart/images/0012195.png,600,1550
data/deviantart/images/0005365.png,13,14
data/wikiart/images/0012292.jpeg,750,516
data/deviantart/images/0009958.png,2250,1094
data/wikiart/images/0039111.jpeg,750,583
data/wikiart/images/0012816.jpeg,458,600
data/wikiart/images/0064248.jpeg,749,600
data/wikiart/images/0023207.jpeg,466,588
data/wikiart/images/0029849.jpeg,696,600
data/wikiart/images/0039314.jpeg,476,600
data/wikiart/images/0038545.jpeg,616,600
data/wikiart/images/0033748.jpeg,382,600
data/wikiart/images/0045003.jpeg,750,441
data/wikiart/images/0010037.jpeg,373,600
data/wikiart/images/0025646.jpeg,352,600
data/wikiart/images/0013107.jpeg,729,600
data/wikiart/images/0041944.jpeg,600,600
data/wikiart/images/0010832.jpeg,473,600
data/wikiart/images/0032089.jpeg,474,600
data/wikiart/images/0059305.jpeg,330,561
data/wikiart/images/0032432.jpeg,447,600
data/wikiart/images/0034108.jpeg,441,600
data/wikiart/images/0026001.jpeg,734,600
data/wikiart/images/0057751.jpeg,499,600
data/wikiart/images/0057072.jpeg,750,560
data/wikiart/images/0055858.jpeg,750,557
data/wikiart/images/0020981.jpeg,280,600
data/wikiart/images/0055226.jpeg,451,600
data/wikiart/images/0029945.jpeg,750,550
data/wikiart/images/0027321.jpeg,493,600
data/deviantart/images/0011615.png,2560,1440
data/wikiart/images/0052195.jpeg,750,543
data/deviantart/images/0007611.jpeg,1600,1188
data/wikiart/images/0031685.jpeg,492,600
data/wikiart/images/0025528.jpeg,463,600
data/wikiart/images/0014499.jpeg,453,600
data/wikiart/images/0039785.jpeg,750,265
data/wikiart/images/0027492.jpeg,729,600
data/wikiart/images/0005087.jpeg,351,600
data/wikiart/images/0034209.jpeg,456,600
data/wikiart/images/0010084.jpeg,746,600
data/wikiart/images/0016375.jpeg,639,417
data/wikiart/images/0019978.jpeg,312,451
data/wikiart/images/0021930.jpeg,713,600
data/wikiart/images/0036931.jpeg,750,505
data/wikiart/images/0050168.jpeg,486,600
data/wikiart/images/0057197.jpeg,427,600
data/wikiart/images/0058337.jpeg,498,315
data/wikiart/images/0001678.jpeg,472,600
data/deviantart/images/0002675.jpeg,1023,738
data/wikiart/images/0030004.jpeg,591,600
data/wikiart/images/0044206.jpeg,750,432
data/wikiart/images/0062957.jpeg,750,584
data/wikiart/images/0025570.jpeg,687,600
data/wikiart/images/0037967.jpeg,750,556
data/deviantart/images/0010646.jpeg,1280,960
data/wikiart/images/0051326.jpeg,750,551
data/wikiart/images/0028857.jpeg,380,600
data/wikiart/images/0048713.jpeg,475,600
data/wikiart/images/0052303.jpeg,521,600
data/wikiart/images/0018772.jpeg,418,600
data/wikiart/images/0031642.jpeg,483,600
data/wikiart/images/0006194.jpeg,474,600
data/wikiart/images/0010501.jpeg,646,600
data/wikiart/images/0020398.jpeg,387,500
data/wikiart/images/0065416.jpeg,363,600
data/wikiart/images/0010868.jpeg,428,600
data/wikiart/images/0033657.jpeg,404,600
data/wikiart/images/0056203.jpeg,388,600
data/wikiart/images/0043194.jpeg,495,600
data/wikiart/images/0054561.jpeg,738,600
data/wikiart/images/0003897.jpeg,522,600
data/deviantart/images/0014438.png,1280,1646
data/deviantart/images/0014768.png,1400,1050
data/wikiart/images/0056617.jpeg,444,600
data/wikiart/images/0020337.jpeg,487,600
data/wikiart/images/0000715.jpeg,750,590
data/deviantart/images/0009738.png,1500,2155
data/wikiart/images/0043886.jpeg,426,588
data/deviantart/images/0009250.png,600,500
data/wikiart/images/0035438.jpeg,507,600
data/wikiart/images/0002839.jpeg,462,600
data/deviantart/images/0003287.jpeg,1024,807
data/wikiart/images/0036015.jpeg,354,600
data/wikiart/images/0040031.jpeg,458,600
data/wikiart/images/0002500.jpeg,520,600
data/wikiart/images/0022473.jpeg,750,561
data/deviantart/images/0010591.jpeg,384,512
data/wikiart/images/0010451.jpeg,750,565
data/wikiart/images/0000608.jpeg,750,600
data/deviantart/images/0000806.jpeg,1024,1575
data/wikiart/images/0063339.jpeg,446,600
data/deviantart/images/0003053.png,3260,660
data/wikiart/images/0057602.jpeg,478,600
data/wikiart/images/0058909.jpeg,480,600
data/wikiart/images/0001931.jpeg,750,541
data/deviantart/images/0003375.jpeg,1600,948
data/deviantart/images/0001332.jpeg,1600,1300
data/wikiart/images/0029286.jpeg,653,520
data/wikiart/images/0009312.jpeg,750,588
data/wikiart/images/0056593.jpeg,455,600
data/wikiart/images/0017293.jpeg,428,343
data/wikiart/images/0032359.jpeg,449,600
data/wikiart/images/0057019.jpeg,521,600
data/wikiart/images/0045090.jpeg,522,600
data/deviantart/images/0004096.jpeg,1600,1008
data/wikiart/images/0001870.jpeg,738,600
data/wikiart/images/0015128.jpeg,500,278
data/wikiart/images/0061479.jpeg,481,600
data/wikiart/images/0044806.jpeg,304,404
data/wikiart/images/0008687.jpeg,708,600
data/wikiart/images/0034745.jpeg,734,600
data/deviantart/images/0008731.jpeg,1600,1695
data/wikiart/images/0057249.jpeg,519,600
data/deviantart/images/0008128.jpeg,1024,1497
data/wikiart/images/0017438.jpeg,453,600
data/wikiart/images/0047280.jpeg,750,494
data/wikiart/images/0021173.jpeg,388,570
data/wikiart/images/0030048.jpeg,341,600
data/wikiart/images/0008162.jpeg,750,597
data/wikiart/images/0055089.jpeg,435,600
data/wikiart/images/0052990.jpeg,750,486
data/wikiart/images/0008467.jpeg,750,590
data/deviantart/images/0004253.jpeg,1280,664
data/deviantart/images/0012322.jpeg,1024,609
data/wikiart/images/0002142.jpeg,750,424
data/wikiart/images/0033004.jpeg,472,599
data/wikiart/images/0044782.jpeg,623,500
data/wikiart/images/0029309.jpeg,600,600
data/wikiart/images/0003893.jpeg,676,600
data/deviantart/images/0006153.png,418,527
data/wikiart/images/0032868.jpeg,750,377
data/wikiart/images/0004858.jpeg,750,464
data/wikiart/images/0057217.jpeg,439,600
data/wikiart/images/0062577.jpeg,750,472
data/wikiart/images/0049401.jpeg,457,600
data/wikiart/images/0030347.jpeg,750,418
data/wikiart/images/0042899.jpeg,750,571
data/wikiart/images/0030235.jpeg,503,600
data/wikiart/images/0048162.jpeg,363,480
data/wikiart/images/0026849.jpeg,750,558
data/wikiart/images/0004419.jpeg,700,600
data/wikiart/images/0020835.jpeg,404,600
data/wikiart/images/0064789.jpeg,668,600
data/wikiart/images/0005181.jpeg,389,600
data/wikiart/images/0059443.jpeg,750,580
data/wikiart/images/0018992.jpeg,581,421
data/wikiart/images/0007547.jpeg,750,546
data/wikiart/images/0037440.jpeg,379,600
data/wikiart/images/0057594.jpeg,485,600
data/deviantart/images/0005162.jpeg,1024,1683
data/wikiart/images/0021381.jpeg,750,536
data/deviantart/images/0013856.jpeg,900,806
data/wikiart/images/0023800.jpeg,449,450
data/wikiart/images/0059183.jpeg,475,600
data/deviantart/images/0006355.png,170,250
data/wikiart/images/0050773.jpeg,750,557
data/wikiart/images/0010350.jpeg,655,600
data/wikiart/images/0002271.jpeg,454,566
data/wikiart/images/0062304.jpeg,500,405
data/deviantart/images/0004474.jpeg,579,900
data/wikiart/images/0063066.jpeg,485,600
data/wikiart/images/0009961.jpeg,509,600
data/wikiart/images/0058246.jpeg,498,390
data/wikiart/images/0033991.jpeg,714,600
data/wikiart/images/0045502.jpeg,509,600
data/deviantart/images/0005877.jpeg,1024,1431
data/deviantart/images/0002920.jpeg,800,301
data/wikiart/images/0002972.jpeg,408,600
data/wikiart/images/0012048.jpeg,750,552
data/deviantart/images/0003599.jpeg,800,601
data/wikiart/images/0031494.jpeg,488,600
data/wikiart/images/0024200.jpeg,450,398
data/wikiart/images/0035225.jpeg,466,450
data/wikiart/images/0044129.jpeg,510,600
data/wikiart/images/0026831.jpeg,496,600
data/wikiart/images/0057848.jpeg,375,600
data/deviantart/images/0004966.png,850,850
data/wikiart/images/0062270.jpeg,497,600
data/wikiart/images/0031940.jpeg,389,482
data/deviantart/images/0011973.jpeg,2026,3237
data/wikiart/images/0063105.jpeg,469,600
data/wikiart/images/0030627.jpeg,750,495
data/wikiart/images/0042125.jpeg,403,600
data/wikiart/images/0013766.jpeg,442,600
data/deviantart/images/0013970.jpeg,1024,1390
data/deviantart/images/0014659.jpeg,957,1200
data/wikiart/images/0046986.jpeg,458,600
data/wikiart/images/0047919.jpeg,494,600
data/wikiart/images/0038458.jpeg,251,600
data/wikiart/images/0040797.jpeg,469,600
data/wikiart/images/0001161.jpeg,471,600
data/wikiart/images/0061740.jpeg,409,600
data/wikiart/images/0049224.jpeg,450,554
data/wikiart/images/0031608.jpeg,582,600
data/wikiart/images/0019200.jpeg,750,507
data/deviantart/images/0003067.png,2507,871
data/wikiart/images/0014617.jpeg,750,598
data/wikiart/images/0062295.jpeg,750,559
data/wikiart/images/0030636.jpeg,452,600
data/wikiart/images/0006258.jpeg,527,600
data/deviantart/images/0005934.jpeg,800,4098
data/wikiart/images/0031551.jpeg,732,600
data/wikiart/images/0065233.jpeg,420,600
data/wikiart/images/0030152.jpeg,464,600
data/deviantart/images/0005808.jpeg,1280,1744
data/wikiart/images/0038431.jpeg,348,600
data/wikiart/images/0031116.jpeg,407,541
data/wikiart/images/0054946.jpeg,455,600
data/deviantart/images/0013449.jpeg,728,450
data/wikiart/images/0018193.jpeg,750,485
data/wikiart/images/0026640.jpeg,750,424
data/deviantart/images/0011471.png,650,322
data/wikiart/images/0061564.jpeg,416,600
data/wikiart/images/0020743.jpeg,468,600
